symptoms,label
"delayed speech,social skills,routine,eye contact",Autism
"trembling,restless,worry",Anxiety
"panic,avoidance,nervous",Anxiety
"intrusive thoughts,compulsion,doubt,ritual",OCD
"worry,avoidance,nervous,panic,trembling",Anxiety
"organizing,ritual,perfectionism,intrusive thoughts",OCD
"sensitive to sound,literal,no facial expression,eye contact",Autism
"fear,avoidance,overthinking,worry,irritability",Anxiety
"doubt,organizing,perfectionism",OCD
"focus on details,no facial expression,literal,repetitive behavior",Autism
"focus on details,literal,monotone,routine",Autism
"eye contact,focus on details",Autism
"routine,focus on details",Autism
"social skills,delayed speech,literal,repetitive behavior",Autism
"doubt,perfectionism,checking,intrusive thoughts",OCD
"ritual,intrusive thoughts",OCD
"trembling,irritability",Anxiety
"focus on details,literal,social skills",Autism
"intrusive thoughts,checking",OCD
"intrusive thoughts,repetitive,counting",OCD
"trembling,restless,fear,sweating,panic",Anxiety
"irritability,panic,trembling",Anxiety
"checking,repetitive",OCD
"nervous,fear,trembling",Anxiety
"focus on details,social skills,routine",Autism
"social skills,eye contact",Autism
"no facial expression,delayed speech,routine",Autism
"social skills,delayed speech,no facial expression",Autism
"focus on details,sensitive to sound,no facial expression,social skills",Autism
"monotone,no facial expression",Autism
"social skills,no facial expression",Autism
"literal,monotone,sensitive to sound",Autism
"social skills,focus on details,eye contact",Autism
"avoidance,restless",Anxiety
"doubt,repetitive",OCD
"intrusive thoughts,counting,cleaning,perfectionism,doubt",OCD
"compulsion,doubt,repetitive",OCD
"trembling,overthinking,irritability",Anxiety
"social skills,monotone,delayed speech,focus on details,no facial expression",Autism
"no facial expression,focus on details,social skills,repetitive behavior,sensitive to sound",Autism
"focus on details,sensitive to sound",Autism
"intrusive thoughts,ritual,perfectionism",OCD
"organizing,intrusive thoughts,doubt",OCD
"panic,worry,overthinking,trembling",Anxiety
"ritual,checking,counting,repetitive,organizing",OCD
"perfectionism,organizing,doubt,cleaning",OCD
"worry,panic,overthinking,trembling,irritability",Anxiety
"organizing,compulsion,doubt",OCD
"trembling,irritability,nervous",Anxiety
"social skills,monotone,repetitive behavior",Autism
"monotone,social skills,literal,delayed speech",Autism
"restless,worry,irritability",Anxiety
"avoidance,nervous,irritability",Anxiety
"repetitive behavior,social skills",Autism
"irritability,avoidance",Anxiety
"checking,cleaning",OCD
"irritability,overthinking,restless,avoidance,panic",Anxiety
"trembling,irritability,avoidance,nervous",Anxiety
"worry,fear",Anxiety
"sensitive to sound,routine",Autism
"perfectionism,doubt,compulsion,repetitive,cleaning",OCD
"literal,focus on details",Autism
"organizing,cleaning,counting,ritual",OCD
"restless,fear,panic,overthinking,avoidance",Anxiety
"cleaning,doubt,counting,checking,perfectionism",OCD
"trembling,panic,sweating",Anxiety
"checking,perfectionism",OCD
"overthinking,restless,worry",Anxiety
"restless,worry,fear,overthinking,irritability",Anxiety
"focus on details,eye contact",Autism
"overthinking,fear,worry",Anxiety
"worry,irritability,panic,restless,nervous",Anxiety
"literal,routine,eye contact",Autism
"trembling,panic",Anxiety
"counting,perfectionism,ritual",OCD
"irritability,panic,fear",Anxiety
"fear,nervous",Anxiety
"fear,avoidance,overthinking",Anxiety
"repetitive,checking",OCD
"eye contact,monotone,social skills",Autism
"sweating,overthinking",Anxiety
"social skills,eye contact,routine,monotone",Autism
"intrusive thoughts,ritual",OCD
"perfectionism,organizing,compulsion,counting,intrusive thoughts",OCD
"perfectionism,checking,compulsion,cleaning,repetitive",OCD
"cleaning,counting,organizing,intrusive thoughts",OCD
"perfectionism,compulsion,intrusive thoughts",OCD
"overthinking,trembling,nervous,restless",Anxiety
"irritability,panic,nervous,sweating",Anxiety
"monotone,routine,focus on details",Autism
"worry,fear,nervous",Anxiety
"perfectionism,compulsion,checking,doubt,counting",OCD
"irritability,trembling",Anxiety
"overthinking,worry",Anxiety
"irritability,nervous,restless,avoidance,sweating",Anxiety
"perfectionism,ritual",OCD
"restless,avoidance,trembling",Anxiety
"routine,monotone,eye contact,sensitive to sound,repetitive behavior",Autism
"nervous,worry,fear,panic",Anxiety
"repetitive,compulsion,doubt,organizing",OCD
"counting,ritual,checking",OCD
"organizing,ritual,repetitive",OCD
"organizing,doubt,intrusive thoughts",OCD
"repetitive behavior,sensitive to sound",Autism
"irritability,nervous,panic,restless",Anxiety
"delayed speech,no facial expression,eye contact,routine",Autism
"routine,literal,delayed speech,monotone,focus on details",Autism
"literal,focus on details,delayed speech",Autism
"compulsion,cleaning,ritual",OCD
"eye contact,literal,focus on details",Autism
"perfectionism,cleaning,repetitive",OCD
"avoidance,trembling,fear",Anxiety
"overthinking,fear,irritability,sweating,worry",Anxiety
"avoidance,trembling",Anxiety
"irritability,trembling,fear",Anxiety
"literal,sensitive to sound,eye contact,repetitive behavior",Autism
"repetitive,doubt,counting,compulsion,ritual",OCD
"doubt,organizing",OCD
"panic,restless",Anxiety
"overthinking,trembling,fear,irritability",Anxiety
"counting,repetitive,ritual",OCD
"worry,trembling,nervous",Anxiety
"repetitive,compulsion,organizing",OCD
"sensitive to sound,delayed speech",Autism
"avoidance,trembling,sweating,irritability,panic",Anxiety
"trembling,restless,nervous",Anxiety
"repetitive,checking,counting,cleaning,perfectionism",OCD
"repetitive behavior,focus on details,monotone,sensitive to sound",Autism
"counting,checking,compulsion,repetitive",OCD
"panic,avoidance,trembling",Anxiety
"irritability,restless,avoidance,fear",Anxiety
"overthinking,avoidance,trembling,nervous,worry",Anxiety
"organizing,counting",OCD
"irritability,overthinking,worry",Anxiety
"doubt,repetitive,cleaning,ritual",OCD
"monotone,eye contact,social skills,repetitive behavior,focus on details",Autism
"compulsion,doubt",OCD
"repetitive,organizing,checking,intrusive thoughts,perfectionism",OCD
"organizing,compulsion,intrusive thoughts,perfectionism,doubt",OCD
"nervous,trembling,irritability,restless",Anxiety
"worry,overthinking,sweating,irritability,trembling",Anxiety
"repetitive,ritual,perfectionism",OCD
"checking,doubt,perfectionism,counting",OCD
"avoidance,nervous",Anxiety
"fear,trembling,overthinking,worry",Anxiety
"nervous,overthinking",Anxiety
"irritability,avoidance,worry,restless",Anxiety
"trembling,worry,overthinking",Anxiety
"fear,sweating",Anxiety
"nervous,worry,panic,avoidance",Anxiety
"counting,compulsion,intrusive thoughts,checking",OCD
"trembling,sweating",Anxiety
"sensitive to sound,monotone,no facial expression,repetitive behavior",Autism
"ritual,compulsion",OCD
"irritability,overthinking,nervous,sweating,panic",Anxiety
"social skills,monotone,no facial expression",Autism
"no facial expression,sensitive to sound,routine",Autism
"worry,restless",Anxiety
"perfectionism,intrusive thoughts,organizing",OCD
"sweating,worry",Anxiety
"nervous,sweating",Anxiety
"compulsion,organizing,counting",OCD
"overthinking,fear,panic",Anxiety
"delayed speech,routine",Autism
"overthinking,sweating,irritability,fear,nervous",Anxiety
"fear,overthinking,avoidance,trembling,nervous",Anxiety
"cleaning,ritual",OCD
"avoidance,trembling",Anxiety
"sweating,restless,irritability,fear",Anxiety
"worry,restless",Anxiety
"routine,eye contact,sensitive to sound",Autism
"perfectionism,cleaning,repetitive,ritual,checking",OCD
"routine,focus on details,no facial expression,sensitive to sound,eye contact",Autism
"literal,eye contact,repetitive behavior,no facial expression,routine",Autism
"repetitive,doubt,cleaning,perfectionism,counting",OCD
"restless,worry",Anxiety
"fear,sweating,overthinking,nervous",Anxiety
"checking,perfectionism,organizing,counting,intrusive thoughts",OCD
"checking,repetitive,ritual",OCD
"counting,checking",OCD
"monotone,sensitive to sound",Autism
"delayed speech,sensitive to sound,monotone",Autism
"restless,overthinking,fear,trembling",Anxiety
"intrusive thoughts,counting",OCD
"doubt,counting",OCD
"monotone,focus on details,literal,delayed speech,no facial expression",Autism
"sensitive to sound,delayed speech,focus on details,no facial expression",Autism
"trembling,sweating,panic",Anxiety
"repetitive behavior,social skills",Autism
"trembling,fear,avoidance,irritability,panic",Anxiety
"social skills,delayed speech,eye contact",Autism
"monotone,delayed speech,no facial expression",Autism
"literal,monotone,delayed speech,no facial expression",Autism
"doubt,organizing,perfectionism,repetitive,compulsion",OCD
"intrusive thoughts,organizing,compulsion,checking",OCD
"avoidance,overthinking,trembling",Anxiety
"worry,avoidance,nervous",Anxiety
"routine,monotone",Autism
"routine,eye contact,no facial expression,literal",Autism
"cleaning,checking,doubt",OCD
"routine,social skills",Autism
"social skills,monotone,repetitive behavior",Autism
"cleaning,checking,doubt,compulsion,ritual",OCD
"counting,cleaning,doubt",OCD
"irritability,overthinking,worry",Anxiety
"checking,repetitive,intrusive thoughts,organizing,ritual",OCD
"compulsion,cleaning,perfectionism,doubt,counting",OCD
"trembling,nervous,avoidance",Anxiety
"eye contact,sensitive to sound,social skills,routine,repetitive behavior",Autism
"sweating,avoidance,restless,nervous",Anxiety
"irritability,overthinking,trembling,worry,avoidance",Anxiety
"focus on details,monotone,literal,repetitive behavior,no facial expression",Autism
"doubt,compulsion",OCD
"checking,repetitive,compulsion,intrusive thoughts",OCD
"cleaning,repetitive,checking",OCD
"cleaning,ritual,counting",OCD
"avoidance,panic,sweating,fear,worry",Anxiety
"fear,trembling",Anxiety
"nervous,avoidance,overthinking,panic,worry",Anxiety
"sweating,irritability,overthinking,nervous,trembling",Anxiety
"irritability,fear,avoidance",Anxiety
"overthinking,avoidance,worry,fear",Anxiety
"nervous,panic,sweating,irritability",Anxiety
"eye contact,no facial expression,literal,monotone,routine",Autism
"delayed speech,monotone,sensitive to sound,social skills",Autism
"no facial expression,focus on details",Autism
"worry,irritability,sweating,trembling,overthinking",Anxiety
"doubt,cleaning,intrusive thoughts,compulsion,checking",OCD
"perfectionism,ritual,repetitive,cleaning",OCD
"sensitive to sound,eye contact,delayed speech,no facial expression,social skills",Autism
"repetitive behavior,focus on details,routine,no facial expression",Autism
"panic,worry,nervous,avoidance",Anxiety
"ritual,intrusive thoughts,perfectionism,doubt,cleaning",OCD
"delayed speech,sensitive to sound",Autism
"literal,social skills,monotone,eye contact",Autism
"no facial expression,delayed speech,sensitive to sound,focus on details,literal",Autism
"trembling,overthinking,nervous",Anxiety
"trembling,fear",Anxiety
"social skills,delayed speech,repetitive behavior,routine",Autism
"worry,trembling,restless,sweating,panic",Anxiety
"monotone,delayed speech,no facial expression,literal,social skills",Autism
"monotone,sensitive to sound,routine,no facial expression,social skills",Autism
"repetitive behavior,routine",Autism
"compulsion,cleaning,repetitive,counting,checking",OCD
"worry,irritability,nervous,overthinking,restless",Anxiety
"worry,fear",Anxiety
"delayed speech,focus on details,routine,sensitive to sound,no facial expression",Autism
"fear,overthinking,irritability,sweating,avoidance",Anxiety
"repetitive behavior,eye contact,focus on details,sensitive to sound,delayed speech",Autism
"focus on details,social skills,sensitive to sound",Autism
"intrusive thoughts,compulsion,cleaning,doubt",OCD
"panic,overthinking,nervous,trembling",Anxiety
"irritability,worry,avoidance,panic",Anxiety
"sweating,restless,worry,panic,avoidance",Anxiety
"trembling,restless,fear,irritability",Anxiety
"no facial expression,delayed speech",Autism
"overthinking,sweating",Anxiety
"avoidance,worry",Anxiety
"sensitive to sound,social skills,repetitive behavior",Autism
"intrusive thoughts,perfectionism,checking",OCD
"perfectionism,counting,repetitive,cleaning",OCD
"sensitive to sound,focus on details,monotone,delayed speech",Autism
"ritual,checking",OCD
"organizing,ritual",OCD
"compulsion,doubt,perfectionism,repetitive,cleaning",OCD
"intrusive thoughts,perfectionism,cleaning",OCD
"literal,focus on details,eye contact,routine,sensitive to sound",Autism
"panic,irritability,trembling",Anxiety
"monotone,focus on details,sensitive to sound",Autism
"worry,trembling,sweating",Anxiety
"irritability,avoidance",Anxiety
"avoidance,overthinking",Anxiety
"doubt,checking",OCD
"counting,organizing",OCD
"repetitive,ritual,intrusive thoughts,cleaning,counting",OCD
"perfectionism,counting",OCD
"sweating,worry",Anxiety
"literal,eye contact,no facial expression",Autism
"restless,overthinking,panic,avoidance,worry",Anxiety
"repetitive,compulsion",OCD
"fear,overthinking,avoidance,trembling",Anxiety
"organizing,cleaning",OCD
"overthinking,restless,fear,irritability",Anxiety
"cleaning,intrusive thoughts",OCD
"irritability,panic",Anxiety
"trembling,nervous,overthinking,worry",Anxiety
"avoidance,trembling,fear",Anxiety
"overthinking,fear,panic,avoidance,sweating",Anxiety
"cleaning,doubt,counting,compulsion,repetitive",OCD
"organizing,cleaning,repetitive,compulsion",OCD
"repetitive behavior,delayed speech,literal",Autism
"checking,organizing",OCD
"sensitive to sound,eye contact,delayed speech,literal,repetitive behavior",Autism
"sensitive to sound,no facial expression,delayed speech",Autism
"organizing,ritual",OCD
"literal,focus on details,monotone",Autism
"ritual,counting,organizing",OCD
"sweating,restless,overthinking,irritability,avoidance",Anxiety
"sensitive to sound,eye contact,social skills,focus on details,routine",Autism
"eye contact,delayed speech,routine",Autism
"cleaning,compulsion,perfectionism,doubt,repetitive",OCD
"checking,counting",OCD
"sweating,avoidance,worry",Anxiety
"repetitive,ritual,perfectionism,cleaning,doubt",OCD
"worry,irritability,restless",Anxiety
"monotone,eye contact",Autism
"sensitive to sound,repetitive behavior,monotone",Autism
"focus on details,eye contact,monotone,literal",Autism
"delayed speech,no facial expression,repetitive behavior",Autism
